time,state,action,reward,rep,model
32,0.7145510018560218,0.04091590642929077,0.04091590642929077,0,TD3_tuned
33,0.6102130098943613,0.1782180666923523,0.1782180666923523,0,TD3_tuned
34,0.555899210993836,0.07194072008132935,0.07194072008132935,0,TD3_tuned
35,0.6590613985651225,0.015782058238983154,0.015782058238983154,0,TD3_tuned
36,0.5255613487323917,0.14578402042388916,0.14578402042388916,0,TD3_tuned
37,0.6107319043417319,6.070137023925781e-4,6.070137023925781e-4,0,TD3_tuned
38,0.507281907146707,0.07254582643508911,0.07254582643508911,0,TD3_tuned
39,0.514854449971095,4.0650367736816406e-5,4.0650367736816406e-5,0,TD3_tuned
40,0.5997829393218732,1.392960548400879e-4,1.392960548400879e-4,0,TD3_tuned
41,0.6532468989734905,0.06087827682495117,0.06087827682495117,0,TD3_tuned
42,0.5962877508565297,0.14069539308547974,0.14069539308547974,0,TD3_tuned
43,0.6070272288228392,0.05758100748062134,0.05758100748062134,0,TD3_tuned
44,0.5970268895405815,0.06833076477050781,0.06833076477050781,0,TD3_tuned
45,0.5336548289027065,0.05826401710510254,0.05826401710510254,0,TD3_tuned
46,0.5685476401374349,0.0014891624450683594,0.0014891624450683594,0,TD3_tuned
47,0.5879643738469097,0.03035438060760498,0.03035438060760498,0,TD3_tuned
48,0.6709521104105826,0.04856747388839722,0.04856747388839722,0,TD3_tuned
49,0.6121323394860717,0.15155434608459473,0.15155434608459473,0,TD3_tuned
50,0.5176582052523155,0.07420355081558228,0.07420355081558228,0,TD3_tuned
51,0.6091281978742492,0.00020837783813476562,0.00020837783813476562,0,TD3_tuned
52,0.5922594402033234,0.07069128751754761,0.07069128751754761,0,TD3_tuned
53,0.5764694689691656,0.053906381130218506,0.053906381130218506,0,TD3_tuned
54,0.6472752855842916,0.036734819412231445,0.036734819412231445,0,TD3_tuned
55,0.6464888062943631,0.12911027669906616,0.12911027669906616,0,TD3_tuned
56,0.6420477721279472,0.12765276432037354,0.12765276432037354,0,TD3_tuned
57,0.553463060956118,0.11958760023117065,0.11958760023117065,0,TD3_tuned
58,0.5990019007745058,0.01221466064453125,0.01221466064453125,0,TD3_tuned
59,0.6312726989525449,0.06012678146362305,0.06012678146362305,0,TD3_tuned
60,0.6569116662753225,0.100830078125,0.100830078125,0,TD3_tuned
61,0.5625526263415825,0.14477455615997314,0.14477455615997314,0,TD3_tuned
62,0.6009303550410323,0.026270806789398193,0.026270806789398193,0,TD3_tuned
63,0.5538529342225219,0.061998844146728516,0.061998844146728516,0,TD3_tuned
64,0.5508892308561071,0.012726366519927979,0.012726366519927979,0,TD3_tuned
65,0.6600607514489881,0.009314298629760742,0.009314298629760742,0,TD3_tuned
66,0.6584321397766301,0.1462557315826416,0.1462557315826416,0,TD3_tuned
67,0.5842003690110379,0.14548778533935547,0.14548778533935547,0,TD3_tuned
68,0.6685905539102177,0.04431205987930298,0.04431205987930298,0,TD3_tuned
69,0.6118539779243581,0.15037751197814941,0.15037751197814941,0,TD3_tuned
70,0.5778436974069203,0.07387113571166992,0.07387113571166992,0,TD3_tuned
71,0.6339041368792336,0.03797334432601929,0.03797334432601929,0,TD3_tuned
72,0.6848485217574484,0.10513406991958618,0.10513406991958618,0,TD3_tuned
73,0.5987964058983123,0.15896713733673096,0.15896713733673096,0,TD3_tuned
74,0.697725979048194,0.05993056297302246,0.05993056297302246,0,TD3_tuned
75,0.4658000312633289,0.16784191131591797,0.16784191131591797,0,TD3_tuned
76,0.5787332954015382,5.960464477539063e-8,5.960464477539063e-8,0,TD3_tuned
77,0.6191579070468171,0.03879690170288086,0.03879690170288086,0,TD3_tuned
78,0.594654799923556,0.08308368921279907,0.08308368921279907,0,TD3_tuned
79,0.6180511970437605,0.05609947443008423,0.05609947443008423,0,TD3_tuned
80,0.5044134151116518,0.08162027597427368,0.08162027597427368,0,TD3_tuned
81,0.5683021438978627,2.5510787963867188e-05,2.5510787963867188e-05,0,TD3_tuned
82,0.6319080252545689,0.030175209045410156,0.030175209045410156,0,TD3_tuned
83,0.6831197276171774,0.10185372829437256,0.10185372829437256,0,TD3_tuned
84,0.5727783338861763,0.15793216228485107,0.15793216228485107,0,TD3_tuned
85,0.5701157228269538,0.03361105918884277,0.03361105918884277,0,TD3_tuned
86,0.5861211469566325,0.03152352571487427,0.03152352571487427,0,TD3_tuned
87,0.6636138354173515,0.046437621116638184,0.046437621116638184,0,TD3_tuned
88,0.6075465842914362,0.14794623851776123,0.14794623851776123,0,TD3_tuned
89,0.5846566216264641,0.06890708208084106,0.06890708208084106,0,TD3_tuned
90,0.6420803373576464,0.04480856657028198,0.04480856657028198,0,TD3_tuned
91,0.6023516739543648,0.11964935064315796,0.11964935064315796,0,TD3_tuned
92,0.6656861431916836,0.0634145736694336,0.0634145736694336,0,TD3_tuned
93,0.5553706182232782,0.14895421266555786,0.14895421266555786,0,TD3_tuned
94,0.5972425694291926,0.01492917537689209,0.01492917537689209,0,TD3_tuned
95,0.5922007714955307,0.058464765548706055,0.058464765548706055,0,TD3_tuned
96,0.5341379341288148,0.053829729557037354,0.053829729557037354,0,TD3_tuned
97,0.6230222704154833,0.0015679001808166504,0.0015679001808166504,0,TD3_tuned
98,0.6232263805951845,0.08839291334152222,0.08839291334152222,0,TD3_tuned
99,0.6094595521259696,0.08868217468261719,0.08868217468261719,0,TD3_tuned
0,0.75,0,0,1,TD3_tuned
1,0.5421023051415337,0.20518338680267334,0.20518338680267334,1,TD3_tuned
2,0.5903434869709562,0.0036665797233581543,0.0036665797233581543,1,TD3_tuned
3,0.594963810684997,0.05145764350891113,0.05145764350891113,1,TD3_tuned
4,0.5699305382138474,0.05637699365615845,0.05637699365615845,1,TD3_tuned
5,0.6044156114846146,0.03138315677642822,0.03138315677642822,1,TD3_tuned
6,0.6352095206034795,0.06552624702453613,0.06552624702453613,1,TD3_tuned
7,0.7022105706131321,0.10733312368392944,0.10733312368392944,1,TD3_tuned
8,0.6151588773128074,0.17103326320648193,0.17103326320648193,1,TD3_tuned
9,0.6256682374533918,0.07791125774383545,0.07791125774383545,1,TD3_tuned
10,0.6041478396774754,0.09221327304840088,0.09221327304840088,1,TD3_tuned
11,0.5100429463320826,0.06524848937988281,0.06524848937988281,1,TD3_tuned
12,0.5835972008877346,6.371736526489258e-5,6.371736526489258e-5,1,TD3_tuned
13,0.6177068527712237,0.043663978576660156,0.043663978576660156,1,TD3_tuned
14,0.7432984327988732,0.0811699628829956,0.0811699628829956,1,TD3_tuned
15,0.6078708483092831,0.1993863582611084,0.1993863582611084,1,TD3_tuned
16,0.62939591149297,0.06926929950714111,0.06926929950714111,1,TD3_tuned
17,0.6043897843212964,0.09786278009414673,0.09786278009414673,1,TD3_tuned
18,0.5504576886008986,0.06549942493438721,0.06549942493438721,1,TD3_tuned
19,0.6779298439971783,0.008900165557861328,0.008900165557861328,1,TD3_tuned
20,0.6369851542147691,0.15510153770446777,0.15510153770446777,1,TD3_tuned
21,0.6430341322693546,0.1103939414024353,0.1103939414024353,1,TD3_tuned
22,0.5490294624447409,0.12143069505691528,0.12143069505691528,1,TD3_tuned
23,0.6918036520336827,0.0076558589935302734,0.0076558589935302734,1,TD3_tuned
24,0.5290169256629152,0.16348350048065186,0.16348350048065186,1,TD3_tuned
25,0.6338645695980211,9.077787399291992e-4,9.077787399291992e-4,1,TD3_tuned
26,0.719378090440272,0.10506820678710938,0.10506820678710938,1,TD3_tuned
27,0.5593853036503925,0.1812535524368286,0.1812535524368286,1,TD3_tuned
28,0.5808423921992711,0.022750794887542725,0.022750794887542725,1,TD3_tuned
29,0.619907381723209,0.04083609580993652,0.04083609580993652,1,TD3_tuned
30,0.5834564165769749,0.08408892154693604,0.08408892154693604,1,TD3_tuned
31,0.530736890646633,0.04351401329040527,0.04351401329040527,1,TD3_tuned
32,0.6080139871205255,0.0010906457901000977,0.0010906457901000977,1,TD3_tuned
33,0.5559235541598949,0.06942981481552124,0.06942981481552124,1,TD3_tuned
34,0.6401974334057291,0.01582247018814087,0.01582247018814087,1,TD3_tuned
35,0.5506996757920736,0.11614114046096802,0.11614114046096802,1,TD3_tuned
36,0.6999908758111868,0.009130120277404785,0.009130120277404785,1,TD3_tuned
37,0.5636013851468794,0.1695660948753357,0.1695660948753357,1,TD3_tuned
38,0.5939711679648613,0.0269433856010437,0.0269433856010437,1,TD3_tuned
39,0.6568430277816968,0.05549025535583496,0.05549025535583496,1,TD3_tuned
40,0.52402346567573,0.14474308490753174,0.14474308490753174,1,TD3_tuned
41,0.6102723509734338,4.932284355163574e-4,4.932284355163574e-4,1,TD3_tuned
42,0.683182073461326,0.07200968265533447,0.07200968265533447,1,TD3_tuned
43,0.5155955391378491,0.1579686403274536,0.1579686403274536,1,TD3_tuned
44,0.5998837164475652,1.570582389831543e-4,1.570582389831543e-4,1,TD3_tuned
45,0.6274589486539192,0.06097590923309326,0.06097590923309326,1,TD3_tuned
46,0.6488909011647463,0.09488743543624878,0.09488743543624878,1,TD3_tuned
47,0.5277359961772787,0.13215291500091553,0.13215291500091553,1,TD3_tuned
48,0.5321439883448019,7.938146591186523e-4,7.938146591186523e-4,1,TD3_tuned
49,0.6332992623277274,0.0012673735618591309,0.0012673735618591309,1,TD3_tuned
50,0.6196298565635113,0.10412967205047607,0.10412967205047607,1,TD3_tuned
51,0.6239517969176016,0.08371537923812866,0.08371537923812866,1,TD3_tuned
52,0.6273911448876603,0.08971750736236572,0.08971750736236572,1,TD3_tuned
53,0.5710687936776001,0.09478485584259033,0.09478485584259033,1,TD3_tuned
54,0.6258753405440878,0.03225564956665039,0.03225564956665039,1,TD3_tuned
55,0.6236538882775927,0.0925188660621643,0.0925188660621643,1,TD3_tuned
56,0.5708363784668288,0.08929097652435303,0.08929097652435303,1,TD3_tuned
57,0.7138306905784169,0.032075583934783936,0.032075583934783936,1,TD3_tuned
58,0.6360673336995408,0.17777347564697266,0.17777347564697266,1,TD3_tuned
59,0.5392293019815192,0.10880166292190552,0.10880166292190552,1,TD3_tuned
60,0.6463559109690231,0.002699136734008789,0.002699136734008789,1,TD3_tuned
61,0.5432593307853263,0.127407968044281,0.127407968044281,1,TD3_tuned
62,0.6560852266399927,0.004147827625274658,0.004147827625274658,1,TD3_tuned
63,0.6459327115398774,0.144395649433136,0.144395649433136,1,TD3_tuned
64,0.5515713197963158,0.126631498336792,0.126631498336792,1,TD3_tuned
65,0.6682175615062318,0.010008394718170166,0.010008394718170166,1,TD3_tuned
66,0.6143090810941138,0.15019404888153076,0.15019404888153076,1,TD3_tuned
67,0.6562177199635625,0.07685261964797974,0.07685261964797974,1,TD3_tuned
68,0.6837905062861801,0.14445626735687256,0.14445626735687256,1,TD3_tuned
69,0.5873758997731369,0.15832579135894775,0.15832579135894775,1,TD3_tuned
70,0.573366586884258,0.04787731170654297,0.04787731170654297,1,TD3_tuned
71,0.565844165171858,0.03409022092819214,0.03409022092819214,1,TD3_tuned
72,0.5681432080784081,0.02843916416168213,0.02843916416168213,1,TD3_tuned
73,0.6084995752186926,0.030059814453125,0.030059814453125,1,TD3_tuned
74,0.6314493178064167,0.06997686624526978,0.06997686624526978,1,TD3_tuned
75,0.6197334646871919,0.10111367702484131,0.10111367702484131,1,TD3_tuned
76,0.6548196621976797,0.08385461568832397,0.08385461568832397,1,TD3_tuned
77,0.5866306779710379,0.14381706714630127,0.14381706714630127,1,TD3_tuned
78,0.6925774825449905,0.04701709747314453,0.04701709747314453,1,TD3_tuned
79,0.5893061158762585,0.16403889656066895,0.16403889656066895,1,TD3_tuned
80,0.7603215357428612,0.05017739534378052,0.05017739534378052,1,TD3_tuned
81,0.6548737078680773,0.21398615837097168,0.21398615837097168,1,TD3_tuned
82,0.5421920162428705,0.1438416838645935,0.1438416838645935,1,TD3_tuned
83,0.5553792486551511,0.00370180606842041,0.00370180606842041,1,TD3_tuned
84,0.6410205812402197,0.014942705631256104,0.014942705631256104,1,TD3_tuned
85,0.586503154295474,0.11765849590301514,0.11765849590301514,1,TD3_tuned
86,0.6526903230225188,0.0468713641166687,0.0468713641166687,1,TD3_tuned
87,0.6123488645784048,0.13957250118255615,0.13957250118255615,1,TD3_tuned
88,0.608537831338107,0.07446306943893433,0.07446306943893433,1,TD3_tuned
89,0.5674712684631851,0.07002013921737671,0.07002013921737671,1,TD3_tuned
90,0.5309810424563467,0.029576599597930908,0.029576599597930908,1,TD3_tuned
91,0.5809349799068885,0.0011194348335266113,0.0011194348335266113,1,TD3_tuned
92,0.660772875195333,0.04092806577682495,0.04092806577682495,1,TD3_tuned
93,0.6001281515330935,0.14659267663955688,0.14659267663955688,1,TD3_tuned
94,0.5463257657630836,0.06121337413787842,0.06121337413787842,1,TD3_tuned
95,0.6244432335054505,0.0057503581047058105,0.0057503581047058105,1,TD3_tuned
96,0.6292473332214369,0.09042537212371826,0.09042537212371826,1,TD3_tuned
97,0.5593286916471779,0.09763151407241821,0.09763151407241821,1,TD3_tuned
98,0.619558642033347,0.022616326808929443,0.022616326808929443,1,TD3_tuned
99,0.6136710780988295,0.08361971378326416,0.08361971378326416,1,TD3_tuned
0,0.75,0,0,2,TD3_tuned
1,0.6387069043427593,0.20518338680267334,0.20518338680267334,2,TD3_tuned
2,0.62953124817043,0.11344027519226074,0.11344027519226074,2,TD3_tuned
3,0.663719968248965,0.09807395935058594,0.09807395935058594,2,TD3_tuned
4,0.6449949893151369,0.14799773693084717,0.14799773693084717,2,TD3_tuned
5,0.5232992142841437,0.12492674589157104,0.12492674589157104,2,TD3_tuned
6,0.5486608602229848,4.4733285903930664e-4,4.4733285903930664e-4,2,TD3_tuned
7,0.6436640151445039,0.00736391544342041,0.00736391544342041,2,TD3_tuned
8,0.6227609941063614,0.12254363298416138,0.12254363298416138,2,TD3_tuned
9,0.6369164808239327,0.08802402019500732,0.08802402019500732,2,TD3_tuned
10,0.8043305549931873,0.11027413606643677,0.11027413606643677,2,TD3_tuned
11,0.6582471396777223,0.2517990469932556,0.2517990469932556,2,TD3_tuned
12,0.6460339407530358,0.1454007625579834,0.1454007625579834,2,TD3_tuned
13,0.6436396834440612,0.12681686878204346,0.12681686878204346,2,TD3_tuned
14,0.6299516962704806,0.122500479221344,0.122500479221344,2,TD3_tuned
15,0.5891788413858853,0.09873276948928833,0.09873276948928833,2,TD3_tuned
16,0.6546167005047824,0.05002248287200928,0.05002248287200928,2,TD3_tuned
17,0.5465632132128351,0.14351749420166016,0.14351749420166016,2,TD3_tuned
18,0.6023655553970256,0.005897581577301025,0.005897581577301025,2,TD3_tuned
19,0.5873241120313621,0.06342858076095581,0.06342858076095581,2,TD3_tuned
20,0.6184559858971374,0.04781705141067505,0.04781705141067505,2,TD3_tuned
21,0.7350439216820561,0.0821526050567627,0.0821526050567627,2,TD3_tuned
22,0.5155948441280895,0.19262534379959106,0.19262534379959106,2,TD3_tuned
23,0.6257387316262066,1.570582389831543e-4,1.570582389831543e-4,2,TD3_tuned
24,0.5220607245025096,0.09231716394424438,0.09231716394424438,2,TD3_tuned
25,0.5719213521620393,3.7848949432373047e-4,3.7848949432373047e-4,2,TD3_tuned
26,0.672234490406678,0.03292471170425415,0.03292471170425415,2,TD3_tuned
27,0.5982562231893854,0.1522006392478943,0.1522006392478943,2,TD3_tuned
28,0.5553131392564706,0.0594174861907959,0.0594174861907959,2,TD3_tuned
29,0.5763221670730116,0.014839231967926025,0.014839231967926025,2,TD3_tuned
30,0.6509236100771049,0.03660440444946289,0.03660440444946289,2,TD3_tuned
31,0.5521790757781573,0.13607561588287354,0.13607561588287354,2,TD3_tuned
32,0.6277135975907255,0.010670006275177002,0.010670006275177002,2,TD3_tuned
33,0.6095507048683785,0.09527361392974854,0.09527361392974854,2,TD3_tuned
34,0.577852955325654,0.07117539644241333,0.07117539644241333,2,TD3_tuned
35,0.7301395191609769,0.03798186779022217,0.03798186779022217,2,TD3_tuned
36,0.6500449048110589,0.18889480829238892,0.18889480829238892,2,TD3_tuned
37,0.4861721866795441,0.13436681032180786,0.13436681032180786,2,TD3_tuned
38,0.5701783677139444,1.3113021850585938e-06,1.3113021850585938e-06,2,TD3_tuned
39,0.5775158203228922,0.03157109022140503,0.03157109022140503,2,TD3_tuned
40,0.6603833252617837,0.0376741886138916,0.0376741886138916,2,TD3_tuned
41,0.5481829392022652,0.14640820026397705,0.14640820026397705,2,TD3_tuned
42,0.6094630369212409,0.007001817226409912,0.007001817226409912,2,TD3_tuned
43,0.6401342001071771,0.07107466459274292,0.07107466459274292,2,TD3_tuned
44,0.644309434041844,0.11602538824081421,0.11602538824081421,2,TD3_tuned
45,0.5329987528575708,0.12369388341903687,0.12369388341903687,2,TD3_tuned
46,0.5885281275418672,0.0013884305953979492,0.0013884305953979492,2,TD3_tuned
47,0.5882139894895347,0.04923766851425171,0.04923766851425171,2,TD3_tuned
48,0.5786489596898777,0.048863112926483154,0.048863112926483154,2,TD3_tuned
49,0.7097748351648708,0.03871810436248779,0.03871810436248779,2,TD3_tuned
50,0.6306242666468681,0.17543655633926392,0.17543655633926392,2,TD3_tuned
51,0.5386124819314563,0.09979528188705444,0.09979528188705444,2,TD3_tuned
52,0.6598998261967781,0.0025272369384765625,0.0025272369384765625,2,TD3_tuned
53,0.6976831891630838,0.14617961645126343,0.14617961645126343,2,TD3_tuned
54,0.6593135257078128,0.16780954599380493,0.16780954599380493,2,TD3_tuned
55,0.5103506272016234,0.1459028720855713,0.1459028720855713,2,TD3_tuned
56,0.5605422898842208,6.693601608276367e-5,6.693601608276367e-5,2,TD3_tuned
57,0.677981548310556,0.025027334690093994,0.025027334690093994,2,TD3_tuned
58,0.5606961118127565,0.15512800216674805,0.15512800216674805,2,TD3_tuned
59,0.6339658140673751,0.02512049674987793,0.02512049674987793,2,TD3_tuned
60,0.6444382743150522,0.10523706674575806,0.10523706674575806,2,TD3_tuned
61,0.5471393675251727,0.12392467260360718,0.12392467260360718,2,TD3_tuned
62,0.6121480466770419,0.006270706653594971,0.006270706653594971,2,TD3_tuned
63,0.43813814435585885,0.07422226667404175,0.07422226667404175,2,TD3_tuned
64,0.46710774757320983,0,0,2,TD3_tuned
65,0.5299854641861577,5.960464477539063e-8,5.960464477539063e-8,2,TD3_tuned
66,0.5377218360004534,0.0010066032409667969,0.0010066032409667969,2,TD3_tuned
67,0.6974503043945145,0.0022982358932495117,0.0022982358932495117,2,TD3_tuned
68,0.5287790703698144,0.16763317584991455,0.16763317584991455,2,TD3_tuned
69,0.5794305020524813,8.854866027832031e-4,8.854866027832031e-4,2,TD3_tuned
70,0.6215519910074145,0.03945881128311157,0.03945881128311157,2,TD3_tuned
71,0.6869833744767715,0.08633583784103394,0.08633583784103394,2,TD3_tuned
72,0.5258435845146051,0.1603020429611206,0.1603020429611206,2,TD3_tuned
73,0.6611131934726997,6.305575370788574e-4,6.305575370788574e-4,2,TD3_tuned
74,0.58982383568672625,0.14675384759902954,0.14675384759902954,2,TD3_tuned
75,0.5606504089328677,0.05081242322921753,0.05081242322921753,2,TD3_tuned
76,0.6349266289353417,0.025092780590057373,0.025092780590057373,2,TD3_tuned
77,0.6133491192031809,0.10685288906097412,0.10685288906097412,2,TD3_tuned
78,0.579977730583475,0.07567334175109863,0.07567334175109863,2,TD3_tuned
79,0.6182800565549035,0.039987146854400635,0.039987146854400635,2,TD3_tuned
80,0.5902960040216713,0.0819208025932312,0.0819208025932312,2,TD3_tuned
81,0.619561122945109,0.051398396492004395,0.051398396492004395,2,TD3_tuned
82,0.646036649210317,0.08362311124801636,0.08362311124801636,2,TD3_tuned
83,0.6764524159693048,0.12682181596755981,0.12682181596755981,2,TD3_tuned
84,0.5323342703233224,0.15434414148330688,0.15434414148330688,2,TD3_tuned
85,0.7190246459739001,0.0012933611869812012,0.0012933611869812012,2,TD3_tuned
86,0.5075453893333676,0.1810234785079956,0.1810234785079956,2,TD3_tuned
87,0.5747829241827562,4.2438507080078125e-5,4.2438507080078125e-5,2,TD3_tuned
88,0.6457831290187918,0.03527182340621948,0.03527182340621948,2,TD3_tuned
89,0.6089071981166362,0.12635815143585205,0.12635815143585205,2,TD3_tuned
90,0.5794935588190099,0.07043933868408203,0.07043933868408203,2,TD3_tuned
91,0.6032567441362795,0.03951936960220337,0.03951936960220337,2,TD3_tuned
92,0.5869008237686946,0.06433236598968506,0.06433236598968506,2,TD3_tuned
93,0.5823032704232121,0.04732716083526611,0.04732716083526611,2,TD3_tuned
94,0.6603906151180468,0.04231071472167969,0.04231071472167969,2,TD3_tuned
95,0.6072701791453794,0.14641165733337402,0.14641165733337402,2,TD3_tuned
96,0.5758968080562867,0.06859976053237915,0.06859976053237915,2,TD3_tuned
97,0.6627427163448831,0.03623044490814209,0.03623044490814209,2,TD3_tuned
98,0.605977374801496,0.14752840995788574,0.14752840995788574,2,TD3_tuned
99,0.6571427509975023,0.0671798586845398,0.0671798586845398,2,TD3_tuned
0,0.75,0,0,3,TD3_tuned
1,0.5740490291309785,0.20518338680267334,0.20518338680267334,3,TD3_tuned
2,0.583712983647527,0.03465461730957031,0.03465461730957031,3,TD3_tuned
3,0.654795452874714,0.043787598609924316,0.043787598609924316,3,TD3_tuned
4,0.6171424567704736,0.14380604028701782,0.14380604028701782,3,TD3_tuned
5,0.6101794070264196,0.0804370641708374,0.0804370641708374,3,TD3_tuned
6,0.6191536443812705,0.07190167903900146,0.07190167903900146,3,TD3_tuned
7,0.679177748294708,0.08307796716690063,0.08307796716690063,3,TD3_tuned
8,0.5673043139178391,0.15574383735656738,0.15574383735656738,3,TD3_tuned
9,0.6418423019865933,0.02945774793624878,0.02945774793624878,3,TD3_tuned
10,0.5869219864161589,0.11919903755187988,0.11919903755187988,3,TD3_tuned
11,0.6023552667727682,0.04735153913497925,0.04735153913497925,3,TD3_tuned
12,0.6726993204462922,0.06341826915740967,0.06341826915740967,3,TD3_tuned
13,0.6380840159894655,0.1524355411529541,0.1524355411529541,3,TD3_tuned
14,0.6433264997024625,0.11232918500900269,0.11232918500900269,3,TD3_tuned
15,0.6643083068625844,0.12194615602493286,0.12194615602493286,3,TD3_tuned
16,0.5920317554415838,0.14828336238861084,0.14828336238861084,3,TD3_tuned
17,0.649697125666973,0.053609609603881836,0.053609609603881836,3,TD3_tuned
18,0.5749144964430652,0.13369601964950562,0.13369601964950562,3,TD3_tuned
19,0.6315519433499449,0.035383522510528564,0.035383522510528564,3,TD3_tuned
20,0.5980971430257863,0.10127872228622437,0.10127872228622437,3,TD3_tuned
21,0.618604318112649,0.05926692485809326,0.05926692485809326,3,TD3_tuned
22,0.6427770880786725,0.0823485255241394,0.0823485255241394,3,TD3_tuned
23,0.5539630362370738,0.12097668647766113,0.12097668647766113,3,TD3_tuned
24,0.7287985397774885,0.01287466287612915,0.01287466287612915,3,TD3_tuned
25,0.5609932304343695,0.18788647651672363,0.18788647651672363,3,TD3_tuned
26,0.5452667223348228,0.025301218032836914,0.025301218032836914,3,TD3_tuned
27,0.6771995856806087,0.005137026309967041,0.005137026309967041,3,TD3_tuned
28,0.6386835591550905,0.15472674369812012,0.15472674369812012,3,TD3_tuned
29,0.6328774108383498,0.11339843273162842,0.11339843273162842,3,TD3_tuned
30,0.6374502119618711,0.10343444347381592,0.10343444347381592,3,TD3_tuned
31,0.6003900630213809,0.11120909452438354,0.11120909452438354,3,TD3_tuned
32,0.565111875395869,0.06146878004074097,0.06146878004074097,3,TD3_tuned
33,0.6158273862198987,0.027942001819610596,0.027942001819610596,3,TD3_tuned
34,0.5752926034601651,0.07875388860702515,0.07875388860702515,3,TD3_tuned
35,0.6667318137540743,0.03570675849914551,0.03570675849914551,3,TD3_tuned
36,0.5845704405009396,0.1494651436805725,0.1494651436805725,3,TD3_tuned
37,0.5698145855949897,0.04471433162689209,0.04471433162689209,3,TD3_tuned
38,0.5957666364880174,0.031295597553253174,0.031295597553253174,3,TD3_tuned
39,0.6354571585135723,0.05710411071777344,0.05710411071777344,3,TD3_tuned
40,0.5727238985754299,0.10775518417358398,0.10775518417358398,3,TD3_tuned
41,0.5693663297659064,0.03356701135635376,0.03356701135635376,3,TD3_tuned
42,0.6260847824001825,0.03095930814743042,0.03095930814743042,3,TD3_tuned
43,0.6209871131069028,0.09282886981964111,0.09282886981964111,3,TD3_tuned
44,0.58290961216542,0.08555769920349121,0.08555769920349121,3,TD3_tuned
45,0.5890575674744674,0.0429379940032959,0.0429379940032959,3,TD3_tuned
46,0.626233454176543,0.04987525939941406,0.04987525939941406,3,TD3_tuned
47,0.5306440463174756,0.09304952621459961,0.09304952621459961,3,TD3_tuned
48,0.5297676852111003,0.0010799169540405273,0.0010799169540405273,3,TD3_tuned
49,0.5655454534795344,9.834766387939453e-4,9.834766387939453e-4,3,TD3_tuned
50,0.6004237914643646,0.028235316276550293,0.028235316276550293,3,TD3_tuned
51,0.630223126589723,0.06150168180465698,0.06150168180465698,3,TD3_tuned
52,0.6841240257509138,0.09916031360626221,0.09916031360626221,3,TD3_tuned
53,0.6454780147121721,0.15852773189544678,0.15852773189544678,3,TD3_tuned
54,0.5862480943799747,0.1258021593093872,0.1258021593093872,3,TD3_tuned
55,0.6131684311406187,0.046581387519836426,0.046581387519836426,3,TD3_tuned
56,0.5583808972398029,0.07545328140258789,0.07545328140258789,3,TD3_tuned
57,0.6114758389228505,0.020478248596191406,0.020478248596191406,3,TD3_tuned
