time,model,mean_reward,sd
308,steady-state,50.89818997521572,23.26139059997493
308,TD3,64.7085073719111,10.556181919801732
309,steady-state,51.011459775679306,23.305067175595
309,TD3,65.03809803874731,10.611331538989159
310,steady-state,51.12631446229373,23.348912695749576
310,TD3,65.38479592692165,10.634500018299168
311,steady-state,51.24013455513392,23.39281181105594
311,TD3,65.70784836275581,10.67773352750359
312,steady-state,51.35363344587783,23.433273188683383
312,TD3,66.06584485026217,10.71573394584733
313,steady-state,51.46775385810328,23.472377092670893
313,TD3,66.40520191655739,10.754184683124532
314,steady-state,51.58114590136944,23.512699769807526
314,TD3,66.72963496051652,10.787364107811173
315,steady-state,51.693048272289026,23.553701272403348
315,TD3,67.0913955708973,10.836099764563672
316,steady-state,51.80329473881664,23.591294812904035
316,TD3,67.44768346216401,10.888249434562175
317,steady-state,51.91466998322061,23.62756122746075
317,TD3,67.75630198089613,10.931217267925737
318,steady-state,52.025385101741946,23.66412401874458
318,TD3,68.02645031124793,10.988482262825306
319,steady-state,52.13798136741228,23.703174566334596
319,TD3,68.31293063959004,11.005187124821589
320,steady-state,52.247858983472376,23.73991017874307
320,TD3,68.55968744690024,11.015650350919785
321,steady-state,52.36020166629348,23.77766863653189
321,TD3,68.84321177464011,11.049686453620843
322,steady-state,52.471864415882045,23.815178303478287
322,TD3,69.13400744174085,11.075616549789478
323,steady-state,52.58298170730957,23.856253226297426
323,TD3,69.43131453874098,11.12683496912982
324,steady-state,52.694970051355,23.896488671363148
324,TD3,69.7358010264708,11.159562308927836
325,steady-state,52.80625841798765,23.937370363328473
325,TD3,70.05937165954734,11.186371080620956
326,steady-state,52.91730594864947,23.976150773901672
326,TD3,70.4201439146107,11.211977372672338
327,steady-state,53.03022534346487,24.015414506918546
327,TD3,70.73052731177366,11.215593106298186
328,steady-state,53.146362350313,24.054895600759405
328,TD3,71.01896097503301,11.211008689871836
329,steady-state,53.26166986823673,24.095977581696925
329,TD3,71.33015340707921,11.208944878687667
330,steady-state,53.376129440181565,24.1372256538091
330,TD3,71.644065358802,11.247404454438078
331,steady-state,53.49101946403499,24.17874435472615
331,TD3,71.95906884026245,11.26805757371763
332,steady-state,53.604741381618624,24.220690501744055
332,TD3,72.230826779652,11.297917316538669
333,steady-state,53.718085572428194,24.265517219404092
333,TD3,72.50409872006908,11.328286955953839
334,steady-state,53.82936355264486,24.30748180475688
334,TD3,72.77794499394784,11.332228524810835
335,steady-state,53.93997588671912,24.349082109955567
335,TD3,72.99851115590167,11.343228469425185
336,steady-state,54.051987197941905,24.392816196926287
336,TD3,73.17448536384107,11.313199688081845
337,steady-state,54.16305103447202,24.435204734083634
337,TD3,73.38913668565962,11.313912815333557
338,steady-state,54.27790438308654,24.47754805035811
338,TD3,73.59778530517139,11.301495693990436
339,steady-state,54.39007500651401,24.517881590803707
339,TD3,73.79866720352041,11.32059306084304
340,steady-state,54.501036664103125,24.557066753224735
340,TD3,74.01821703872528,11.34149496261795
341,steady-state,54.61191850441565,24.59590159890934
341,TD3,74.27430622275608,11.372522680513484
342,steady-state,54.72278978483488,24.634461677531647
342,TD3,74.52621823021211,11.398900942500086
343,steady-state,54.83265708205489,24.672735240999437
343,TD3,74.80533814762504,11.429804786308212
344,steady-state,54.9416133966614,24.71102579110581
344,TD3,75.04320081054333,11.453646394679462
345,steady-state,55.05038913693076,24.74969712593065
345,TD3,75.32226245124856,11.496977861392155
346,steady-state,55.15827113795512,24.787414834502012
346,TD3,75.59418212449397,11.558908017796316
347,steady-state,55.26448602024659,24.823767548065035
347,TD3,75.86893629175887,11.627138238370701
348,steady-state,55.37183078740078,24.860308224003955
348,TD3,76.1532791143953,11.698463880734552
349,steady-state,55.48115845407946,24.898251228242458
349,TD3,76.43569454903617,11.772460665682617
350,steady-state,55.589838021848166,24.936083393646832
350,TD3,76.70089144526156,11.777019586590622
351,steady-state,55.69959305390749,24.976957806618337
351,TD3,77.00318980857351,11.783785144576536
352,steady-state,55.80973602066032,25.01429479652467
352,TD3,77.31370230720505,11.790854571959317
353,steady-state,55.92231646876413,25.051834966295072
353,TD3,77.62647254527845,11.80935298818952
354,steady-state,56.03487179029191,25.08962703735674
354,TD3,77.92637331034274,11.815591818964576
355,steady-state,56.14700807664042,25.12665194723242
355,TD3,78.20696998795762,11.809637981644658
356,steady-state,56.259974927732685,25.163995985254065
356,TD3,78.41958213988907,11.799245558873677
357,steady-state,56.372199120008645,25.200565942761767
357,TD3,78.65832948971966,11.798095673253624
358,steady-state,56.48407650076434,25.23594610146766
358,TD3,78.94206524644751,11.845453073325226
359,steady-state,56.596135535240506,25.273277683885258
359,TD3,79.19527647466204,11.871547506343415
360,steady-state,56.70714575840071,25.311712972737723
360,TD3,79.44000490160528,11.913473574556619
361,steady-state,56.818903603632116,25.35025869518269
361,TD3,79.6574878838864,11.931283426106823
362,steady-state,56.92879621906649,25.385658307840533
362,TD3,79.89179744159243,11.946420983529466
363,steady-state,57.040387637091165,25.421342194146774
363,TD3,80.07625214451936,11.949045488892379
364,steady-state,57.15327911041665,25.45920660709064
364,TD3,80.31716980346667,11.968251926454833
365,steady-state,57.26614695659661,25.495419265750336
365,TD3,80.61611074618175,12.00500766791652
366,steady-state,57.377770557874165,25.533708978336314
366,TD3,80.88889685515608,12.01133654166835
367,steady-state,57.49124944849039,25.572121893264004
367,TD3,81.1541882004181,12.042269971016909
368,steady-state,57.60429793092551,25.61074924011526
368,TD3,81.38381132209501,12.080567700490162
369,steady-state,57.71853551571778,25.650151730972294
369,TD3,81.61196315894698,12.121818774823403
370,steady-state,57.831007537466945,25.687837645958165
370,TD3,81.8724765788557,12.17825877923602
371,steady-state,57.94395977015458,25.72765033354398
371,TD3,82.17572076903713,12.21461275357381
372,steady-state,58.05575341001655,25.767322059818966
372,TD3,82.46625218711952,12.272270288939941
373,steady-state,58.1651459328466,25.80798335042809
373,TD3,82.74607340850312,12.281891255074694
374,steady-state,58.27482742976659,25.847529363268695
374,TD3,83.02688581939509,12.326323418386016
375,steady-state,58.38520691866878,25.888515810422774
375,TD3,83.26232765875328,12.345938324424523
376,steady-state,58.49499735140247,25.92880451285796
376,TD3,83.52385247342862,12.358197144582894
377,steady-state,58.606312799669944,25.97041661787869
377,TD3,83.8035843871562,12.37306310252845
378,steady-state,58.71400633042583,26.011013893498454
378,TD3,84.09891222421608,12.42289948850309
379,steady-state,58.82308132663652,26.049458083648148
379,TD3,84.38044679066432,12.467019928169535
380,steady-state,58.934497257607006,26.088872843336596
380,TD3,84.63775150867143,12.519673645644625
381,steady-state,59.04391384141919,26.13082530532619
381,TD3,84.87194880890048,12.591831303754269
382,steady-state,59.15378700439502,26.174351372218272
382,TD3,85.15193836469201,12.646244962640752
383,steady-state,59.26246000107239,26.213816704093055
383,TD3,85.47077983168685,12.712630611873962
384,steady-state,59.36982939442121,26.250761930221092
384,TD3,85.74424462226449,12.739329618031302
385,steady-state,59.4784393413682,26.285905243975485
385,TD3,85.99927276577834,12.77415647991658
386,steady-state,59.583594262392545,26.320675252538056
386,TD3,86.27959980798174,12.814765379658494
387,steady-state,59.689333637986685,26.35611115718202
387,TD3,86.54509167355694,12.814327457487922
388,steady-state,59.796956829890654,26.390854588728185
388,TD3,86.83112303871559,12.822864532944964
389,steady-state,59.90371459876868,26.424759060089198
389,TD3,87.1054660246441,12.822639107131666
390,steady-state,60.009550740414234,26.46001025759712
390,TD3,87.37489329198813,12.832648846132221
391,steady-state,60.113068329801976,26.49390335810194
391,TD3,87.6763421286701,12.840700117938733
392,steady-state,60.21922478640209,26.529801572951484
392,TD3,87.94615277001202,12.833251193807055
393,steady-state,60.324048557176035,26.562815716390574
393,TD3,88.25960004710039,12.831301874878006
394,steady-state,60.42876951788064,26.595291462132565
394,TD3,88.57432106462306,12.825562660065547
395,steady-state,60.53783388073225,26.62929979590066
395,TD3,88.85600973630721,12.823903591102587
396,steady-state,60.64637082700224,26.662516220923717
396,TD3,89.15804183823045,12.84565105233853
397,steady-state,60.755339074352925,26.694406641630433
397,TD3,89.48296007712813,12.894808814482188
398,steady-state,60.86295608347697,26.724581933632567
398,TD3,89.79735901121325,12.916933007338036
399,steady-state,60.969957617940445,26.754210307516505
399,TD3,90.11571412213412,12.937748066743152
400,steady-state,61.07635601746594,26.783962417221424
400,TD3,90.43713796559162,12.945555325215889
401,steady-state,61.182292839630655,26.81515412044829
401,TD3,90.71526937018373,12.958863076731394
402,steady-state,61.28833253022675,26.844086604923334
402,TD3,90.9934437922488,12.987312299815596
403,steady-state,61.396888382541796,26.87233464138723
403,TD3,91.25806275063889,13.010923561968967
404,steady-state,61.50509468582162,26.901883713610548
404,TD3,91.58535981711167,13.025528514434843
405,steady-state,61.613244924373035,26.931503855679892
405,TD3,91.92146752055869,13.041323057804505
406,steady-state,61.7211984116017,26.96166022118854
406,TD3,92.224606411481,13.036154597334685
407,steady-state,61.8289512243078,26.99164257904997
407,TD3,92.51303061354726,13.026273376219702
408,steady-state,61.93766005960795,27.020742864187397
408,TD3,92.78698447393658,13.042722966832725
409,steady-state,62.04552225032859,27.049085512083817
409,TD3,93.07184880008829,13.06224555077407
410,steady-state,62.15684871024424,27.077971521397526
410,TD3,93.38410394734709,13.103051074471038
411,steady-state,62.26538704418807,27.104923087031427
411,TD3,93.69330911447835,13.138286780740284
412,steady-state,62.374279067836184,27.13044177924671
412,TD3,93.96656547296563,13.18086616411774
413,steady-state,62.48621422735743,27.15727010836783
413,TD3,94.26386232798075,13.201299728311987
414,steady-state,62.599744770272636,27.188153176961006
414,TD3,94.55669932408196,13.227192475248357
415,steady-state,62.71059908283967,27.21971311897905
415,TD3,94.821040223033,13.232410116079333
416,steady-state,62.82144405527484,27.250900720287206
416,TD3,95.06948613465319,13.236379519396468
417,steady-state,62.933690700909104,27.282917596307065
417,TD3,95.31294802607292,13.222362661413877
418,steady-state,63.04457159194982,27.31469152068518
418,TD3,95.57619634248586,13.208579498741603
419,steady-state,63.15452515906482,27.3494903654668
419,TD3,95.82099755998854,13.189221314077606
420,steady-state,63.26417237524408,27.383385969700015
420,TD3,96.04545255852156,13.18593859607456
421,steady-state,63.37183571524249,27.41576715896059
421,TD3,96.26901788711825,13.18508062300713
422,steady-state,63.48014695420801,27.446978608384377
422,TD3,96.49416725173407,13.208272828658561
423,steady-state,63.59033517966599,27.47950979829927
423,TD3,96.74883187192916,13.225722829717917
424,steady-state,63.697599840322944,27.509859770720688
424,TD3,96.91684446161102,13.246036097160982
425,steady-state,63.80518385566376,27.539866630336697
425,TD3,97.11754563779641,13.2636450179356
426,steady-state,63.91286837713099,27.57054379411886
426,TD3,97.32180387706141,13.322231852752257
427,steady-state,64.02031377191436,27.60225436822485
427,TD3,97.56339025691851,13.348743462680108
428,steady-state,64.12829689528523,27.635325609307152
428,TD3,97.85776764731878,13.388152871906865
429,steady-state,64.2359480095761,27.66698676830489
429,TD3,98.15531450343768,13.441459664443164
430,steady-state,64.34314829669674,27.69609811994004
430,TD3,98.48486290028643,13.479157511001105
431,steady-state,64.44940503901681,27.723032631553316
431,TD3,98.80218513679552,13.506675919502616
432,steady-state,64.55736066615952,27.75174239550689
432,TD3,99.090704062633293,13.545569196071028
433,steady-state,64.66541411202878,27.780436039007608
433,TD3,99.32508383911613,13.601150684473716
434,steady-state,64.77281173387796,27.804578104434857
434,TD3,99.57173263049276,13.637099123718299
435,steady-state,64.88112196737325,27.83045993301069
435,TD3,99.87351376181788,13.69293608170618
436,steady-state,64.98942380344322,27.857587144034635
436,TD3,100.18160917635198,13.73015178517556
437,steady-state,65.09683822316994,27.884371607484738
437,TD3,100.45590340549352,13.771598647238758
438,steady-state,65.2036391954352,27.912377885683544
438,TD3,100.73674692988409,13.804390439617679
439,steady-state,65.3084327032786,27.941285975896765
439,TD3,101.05887477221587,13.847433038722974
440,steady-state,65.41128360761137,27.968021133226156
440,TD3,101.32151801383861,13.8995982883907
441,steady-state,65.51597090956022,27.996809545756108
441,TD3,101.58120461802447,13.947792527345605
442,steady-state,65.62037746822034,28.023140258420813
442,TD3,101.80682664015447,14.006068970125998
443,steady-state,65.72763254090694,28.051683848375745
443,TD3,102.07862563185162,14.0630149065373
444,steady-state,65.83437961348565,28.08075855784784
444,TD3,102.3728259955913,14.106652857464907
445,steady-state,65.9400145535949,28.110092836485876
445,TD3,102.62074766274003,14.116537023041749
446,steady-state,66.0460208148131,28.13798446747907
446,TD3,102.87498659002026,14.134345993095106
447,steady-state,66.15243929273171,28.16742034979764
447,TD3,103.14743285470912,14.140382965077332
448,steady-state,66.25880018923479,28.19850934267301
448,TD3,103.40332304856865,14.153670375035752
449,steady-state,66.3665115352676,28.231986623183737
449,TD3,103.67482219190147,14.196340692968105
450,steady-state,66.47517681343116,28.267230054315718
450,TD3,103.90621335158467,14.23243141915967
451,steady-state,66.58003732814758,28.300018198187587
451,TD3,104.17157608473956,14.267242142990826
452,steady-state,66.68646150858466,28.331846015330232
452,TD3,104.41489192741918,14.292229599910447
453,steady-state,66.79263057523055,28.362398182223718
453,TD3,104.70347750386034,14.31027064577675
454,steady-state,66.90050187594002,28.39536516262359
454,TD3,104.9856925502953,14.325968192608865
455,steady-state,67.00687208308224,28.42720088340677
455,TD3,105.32921693622139,14.343770119982175
456,steady-state,67.11401918769887,28.459580852259947
456,TD3,105.64587869947287,14.367120688278217
457,steady-state,67.22272431486537,28.491760257635462
457,TD3,105.9534444966712,14.371629649842761
458,steady-state,67.33158546884755,28.523778769583732
458,TD3,106.25940396892254,14.386043704114346
459,steady-state,67.44067116272286,28.556249568873376
459,TD3,106.57660059900138,14.419186106981213
460,steady-state,67.55097028642193,28.590466246005338
460,TD3,106.8868904270833,14.468047748578277
461,steady-state,67.6615873556633,28.6245164151064
461,TD3,107.16722570177213,14.517951273801602
462,steady-state,67.77341619406506,28.65711112689397
462,TD3,107.43231995567753,14.567432736001761
463,steady-state,67.88382909059128,28.689904659118802
463,TD3,107.6746995765466,14.622355215705708
464,steady-state,67.99446508035732,28.72172805761033
464,TD3,107.89751666635314,14.66447518762603
465,steady-state,68.10755352115868,28.757105978357064
465,TD3,108.12285082706308,14.711430196938826
466,steady-state,68.22052400265629,28.790750734535806
466,TD3,108.38103540593626,14.766837099984954
467,steady-state,68.33377930777385,28.823973407724925
467,TD3,108.66905423743923,14.79984939743213
468,steady-state,68.44628881845777,28.855359294595242
468,TD3,108.93914738177364,14.831916659082372
469,steady-state,68.55924070025621,28.888198010232472
469,TD3,109.23709024813776,14.902171561351755
470,steady-state,68.66908494886191,28.918131207586868
470,TD3,109.46396458613171,14.962862264162931
471,steady-state,68.77855831413343,28.94826743235565
471,TD3,109.6884505594562,15.008626745089462
472,steady-state,68.888221984818,28.97926903364525
472,TD3,109.92752566067666,15.032010626368418
473,steady-state,68.99622641074649,29.006109710039354
473,TD3,110.21791484258455,15.075337149822277
474,steady-state,69.10375060826574,29.032467583958613
474,TD3,110.459932387022,15.084077207941432
475,steady-state,69.21406286834456,29.057914441007977
475,TD3,110.68559264520957,15.121845438968338
476,steady-state,69.32153474407653,29.083933130686255
476,TD3,110.90911896330523,15.14136646103787
477,steady-state,69.42844065271328,29.10794365240411
477,TD3,111.12684649715698,15.17225268479367
478,steady-state,69.53592826790934,29.132224334118344
478,TD3,111.41741428859758,15.209669108594452
479,steady-state,69.64281116579062,29.15573498545791
479,TD3,111.71535055140271,15.256525383342936
480,steady-state,69.7515067989646,29.181714737133994
480,TD3,111.96085150475808,15.282289952110764
481,steady-state,69.8615814082139,29.209839239077596
481,TD3,112.28677485509583,15.335434487369547
482,steady-state,69.97220086288085,29.238867154881397
482,TD3,112.60224182989083,15.361800490208942
483,steady-state,70.08207367092685,29.268514374722074
483,TD3,112.88353907566614,15.372491390575897
484,steady-state,70.19012473180409,29.296045972577772
484,TD3,113.15411224370801,15.40673781294331
485,steady-state,70.29782893052571,29.321630708814208
485,TD3,113.39964753498057,15.447664406653834
486,steady-state,70.4075768677603,29.34757761661023
486,TD3,113.64870367330164,15.479081240965668
487,steady-state,70.51671128223991,29.37482617053683
487,TD3,113.8417470259195,15.490823166274335
488,steady-state,70.62686584268795,29.40207778867908
488,TD3,114.06069199924508,15.507202490055507
489,steady-state,70.73769881903287,29.42962213660967
489,TD3,114.33063849481009,15.533669191572342
490,steady-state,70.8465540474421,29.454020737689834
490,TD3,114.63383802749892,15.561555143828876
491,steady-state,70.95725923005273,29.479185185271877
491,TD3,114.93537175739036,15.600494342302143
492,steady-state,71.06750832244485,29.504417873008194
492,TD3,115.21759423699204,15.64309186372409
493,steady-state,71.17796391412897,29.529755529054597
493,TD3,115.49003533918867,15.682621970252693
494,steady-state,71.28748070705579,29.553131143788377
494,TD3,115.74405631112552,15.747005546595041
495,steady-state,71.39551101180157,29.575149071258164
495,TD3,116.00018454910094,15.794263146135403
496,steady-state,71.5030242348946,29.600350250796065
496,TD3,116.29177368949708,15.833435300240875
497,steady-state,71.60895146102727,29.625777664956505
497,TD3,116.63581162149694,15.875846667930713
498,steady-state,71.71604407455592,29.651698805380843
498,TD3,117.00027306537976,15.92244803836472
499,steady-state,71.82530771828365,29.678583530215334
499,TD3,117.30707188576167,15.94797817274109
