time,model,mean_reward,sd
37,steady-state,10.938626908719215,2.872853870447983
37,TD3,1.6171802968274318,7.886091156455167
38,steady-state,11.189182993707636,2.9774483733939197
38,TD3,1.7216494627980212,7.934730136358945
39,steady-state,11.435627607200068,3.0807707125927126
39,TD3,1.7796182781224434,7.933147785667258
40,steady-state,11.680606668215917,3.1838904710538114
40,TD3,1.8068973040395655,7.992382793502077
41,steady-state,11.923436700698472,3.2857279500467715
41,TD3,1.906011188577816,8.01431802947451
42,steady-state,12.167074891855963,3.3878282749996314
42,TD3,2.022336047672339,7.981194057275266
43,steady-state,12.40824553268999,3.488792893072156
43,TD3,2.1337739611935294,7.966547366953251
44,steady-state,12.64667303382114,3.5880592710498465
44,TD3,2.2781860550876307,7.943532000723949
45,steady-state,12.882119716469814,3.6872811130966494
45,TD3,2.447674594252743,7.890558989539505
46,steady-state,13.11729466039991,3.7904120381049324
46,TD3,2.6275430594879063,7.810008649598743
47,steady-state,13.350867463423638,3.8957971097306037
47,TD3,2.800181392779677,7.750079940949763
48,steady-state,13.582401745741155,4.001696478325878
48,TD3,3.022579637611398,7.678424114390311
49,steady-state,13.811295400333226,4.108460099571408
49,TD3,3.180589904416238,7.638677337370701
50,steady-state,14.038342911717427,4.216909136858544
50,TD3,3.3383742943322225,7.554441855242666
51,steady-state,14.261891342879576,4.323686249912478
51,TD3,3.4839225930503988,7.533745401837413
52,steady-state,14.483618899710091,4.430881318815196
52,TD3,3.5863516383809255,7.518973386497901
53,steady-state,14.70508972026096,4.537992171584224
53,TD3,3.7418521272080842,7.524732327310926
54,steady-state,14.925654511703886,4.644653262118026
54,TD3,3.8257050293059667,7.5293193821900175
55,steady-state,15.142995923149881,4.748895079588714
55,TD3,3.9513175968582495,7.533128177468546
56,steady-state,15.359782428184458,4.853317444975812
56,TD3,4.160488899193498,7.55572756853874
57,steady-state,15.573295299593203,4.957162643887358
57,TD3,4.336109063207463,7.593665680287985
58,steady-state,15.784455479597137,5.062556619439758
58,TD3,4.47037116874179,7.640246140636025
59,steady-state,15.996369333275846,5.168986809088617
59,TD3,4.689919020187434,7.615902246696635
60,steady-state,16.20775822617988,5.276993717745558
60,TD3,4.837412621850107,7.6292126651759125
61,steady-state,16.418183462566542,5.38394374633701
61,TD3,5.0214891470814,7.640009806057372
62,steady-state,16.62566788330019,5.489597850303401
62,TD3,5.162570613136348,7.632245388174403
63,steady-state,16.830735063804728,5.593757304907029
63,TD3,5.286386609226109,7.693328360109207
64,steady-state,17.031302592866005,5.697847226282211
64,TD3,5.4232650232262225,7.771247663606911
65,steady-state,17.230298697657553,5.801994847057358
65,TD3,5.5193622604479176,7.838371829851535
66,steady-state,17.428049440056647,5.906184750869066
66,TD3,5.638334255620173,7.91097204669925
67,steady-state,17.62444281734595,6.010070547122847
67,TD3,5.754782305628866,7.991469748180914
68,steady-state,17.821304943190672,6.115761710678462
68,TD3,5.827397832378246,8.095795553066397
69,steady-state,18.016958068277077,6.223457143041549
69,TD3,5.918129598826365,8.237308927591648
70,steady-state,18.210935487669165,6.330425003047138
70,TD3,6.029014371373187,8.387799383207918
71,steady-state,18.403202877518233,6.437904878593263
71,TD3,6.231605188998239,8.416702596015487
72,steady-state,18.593584468276074,6.543950489004311
72,TD3,6.434483414529957,8.425947904964474
73,steady-state,18.785139979003652,6.649855329078522
73,TD3,6.6036376326892885,8.411659565825323
74,steady-state,18.97442661295914,6.756229219926293
74,TD3,6.737003120503768,8.405141857967019
75,steady-state,19.161399038550023,6.860886785858971
75,TD3,6.904108356634837,8.38894030038021
76,steady-state,19.34481709242196,6.9647038995640305
76,TD3,7.0914889972380655,8.383903320456032
77,steady-state,19.527843076525606,7.067985946814655
77,TD3,7.319952992591518,8.378936952840508
78,steady-state,19.710751044288397,7.168472381863598
78,TD3,7.578998630388163,8.402046194512918
79,steady-state,19.89301142483389,7.2726407551829775
79,TD3,7.81479376936133,8.388779212566673
80,steady-state,20.075785839413214,7.376561739968396
80,TD3,8.005744000163109,8.332220380814979
81,steady-state,20.261175621529777,7.482140314793051
81,TD3,8.21105073794263,8.308998713746416
82,steady-state,20.445938281958956,7.586411515717454
82,TD3,8.381217855076647,8.302599703965296
83,steady-state,20.6259239169619,7.688834865427005
83,TD3,8.582423802308865,8.359920565992724
84,steady-state,20.807706452906938,7.791098528256643
84,TD3,8.776100284222332,8.39678394243179
85,steady-state,20.98825430230882,7.891476479978692
85,TD3,8.960116488648794,8.450483577600778
86,steady-state,21.16578349256167,7.991608711355645
86,TD3,9.185918869417685,8.457003879104617
87,steady-state,21.338624342708652,8.085108276997287
87,TD3,9.41042504131651,8.462505899596703
88,steady-state,21.512258892701837,8.180417830162629
88,TD3,9.611322340925033,8.433058222796634
89,steady-state,21.68668910140134,8.276824134779034
89,TD3,9.83211799931494,8.459206277437195
90,steady-state,21.85919102600708,8.372136511092599
90,TD3,10.073629009021762,8.467452587775199
91,steady-state,22.027245694001667,8.465677848417068
91,TD3,10.335476176918206,8.479957735214233
92,steady-state,22.195645998875687,8.556947914457192
92,TD3,10.591021542843116,8.483474378659919
93,steady-state,22.361323232880874,8.644998618407591
93,TD3,10.794460128703951,8.528546251852926
94,steady-state,22.527874374001982,8.735329093192638
94,TD3,10.976146288649652,8.551977579580242
95,steady-state,22.693370157998014,8.825762375664317
95,TD3,11.175494722750665,8.661548305148912
96,steady-state,22.859133666847328,8.91619325960862
96,TD3,11.367421969711518,8.763727040357802
97,steady-state,23.025171229279884,9.01035938456928
97,TD3,11.57622711710018,8.757549710445554
98,steady-state,23.190090809302546,9.101449780007561
98,TD3,11.801283192287931,8.737391653858758
99,steady-state,23.356709148185935,9.194709984546188
99,TD3,12.035661516142412,8.673162158572744
100,steady-state,23.52080344900066,9.286032924344005
100,TD3,12.278576785022656,8.576160795503332
101,steady-state,23.683627055062452,9.376609133106133
101,TD3,12.50912870195065,8.503861123873097
102,steady-state,23.844852802152573,9.467416797023349
102,TD3,12.739733439781828,8.455208832530523
103,steady-state,24.006001255920733,9.558645319258767
103,TD3,13.010535966330766,8.420495479566029
104,steady-state,24.164608557807945,9.649996728642819
104,TD3,13.272366120006831,8.417143315200395
105,steady-state,24.322367882656383,9.74225437228504
105,TD3,13.493751707829807,8.361056372397059
106,steady-state,24.479076173819468,9.833106989944623
106,TD3,13.74993345701689,8.328860591317584
107,steady-state,24.635510932942637,9.922601655925138
107,TD3,13.98252485131652,8.271262641786798
108,steady-state,24.79160032024798,10.011568640188628
108,TD3,14.228195096288369,8.250306816113786
109,steady-state,24.949244346964417,10.099938255457515
109,TD3,14.464231520912548,8.2369668105279
110,steady-state,25.10891792789778,10.18812810452571
110,TD3,14.692933322347056,8.193613815366456
111,steady-state,25.267268177682624,10.276836867850257
111,TD3,14.921494186067102,8.124708308356285
112,steady-state,25.426122273425033,10.366650192124006
112,TD3,15.132702019822542,8.076073284526398
113,steady-state,25.58257627921703,10.4545939924904
113,TD3,15.401957601258738,8.030151490582954
114,steady-state,25.738276674164197,10.543782937598413
114,TD3,15.591222500980962,7.9050441327692225
115,steady-state,25.892864749894002,10.635275204736475
115,TD3,15.790354569953992,7.798653688152141
116,steady-state,26.048205400939136,10.726720422745956
116,TD3,15.968467926094736,7.683658096981808
117,steady-state,26.204350439977677,10.819609521645951
117,TD3,16.13624260464076,7.6123435841302785
118,steady-state,26.359347170598284,10.913049084583774
118,TD3,16.28152405783145,7.532711410572425
119,steady-state,26.511849955197096,11.004431980398456
119,TD3,16.43366762919791,7.467922857599014
120,steady-state,26.664273425322985,11.096236902513114
120,TD3,16.623988853487898,7.352951785002665
121,steady-state,26.815351264656115,11.187463713809395
121,TD3,16.838000307807512,7.291123305582265
122,steady-state,26.965063522202616,11.278213299665246
122,TD3,17.07849541277767,7.256706665321339
123,steady-state,27.112646320708986,11.363136768324845
123,TD3,17.335304370057067,7.225147341266076
124,steady-state,27.254166449677317,11.445384125068921
124,TD3,17.57818971996599,7.196140318102053
125,steady-state,27.39743119975401,11.528324511368384
125,TD3,17.826457112374275,7.134148679215738
126,steady-state,27.538708687239208,11.61114302466817
126,TD3,18.04720619036555,7.084582770935047
127,steady-state,27.67976592237318,11.692257063376104
127,TD3,18.244122845925336,7.067643262092549
128,steady-state,27.820449467266755,11.772882109327828
128,TD3,18.44493632146595,7.050524648725866
129,steady-state,27.961670349535787,11.85275171829133
129,TD3,18.626797724226613,7.058113685645656
130,steady-state,28.10469812176274,11.932717739812993
130,TD3,18.866475923245623,7.076799840188223
131,steady-state,28.245719916009055,12.016115950348702
131,TD3,19.07383097251734,7.040155137353012
132,steady-state,28.386712650355264,12.098228935065679
132,TD3,19.32217342935132,6.9904979987159
133,steady-state,28.527643998197124,12.179355527863521
133,TD3,19.559815552116415,6.936255425733783
134,steady-state,28.668151393942594,12.259189731125895
134,TD3,19.812209403255068,6.913363726711165
135,steady-state,28.807828406048497,12.33663118433514
135,TD3,20.04077709526876,6.907542416620214
136,steady-state,28.94853736021377,12.417217498525197
136,TD3,20.35732632648106,6.909501589997291
137,steady-state,29.087913359129722,12.497701082327563
137,TD3,20.613789208751637,6.945623674802585
138,steady-state,29.225752194540956,12.57655966928015
138,TD3,20.839221131836766,6.921100095716653
139,steady-state,29.365507621923236,12.65792472162179
139,TD3,21.033884604831368,6.981174292173958
140,steady-state,29.504001619082864,12.736297030524778
140,TD3,21.297192457149908,7.006067962950224
141,steady-state,29.64526375655879,12.816531643142937
141,TD3,21.57476033605456,7.05855159484462
142,steady-state,29.785162322286023,12.89780644385978
142,TD3,21.775528924164195,7.09509873509562
143,steady-state,29.925988273715603,12.97833085366067
143,TD3,21.965013161335904,7.160334446056676
144,steady-state,30.063883780666913,13.056380579461683
144,TD3,22.25778774789953,7.1998591937279794
145,steady-state,30.202906590371605,13.132502777118543
145,TD3,22.47911300507819,7.234879927316836
146,steady-state,30.34419839897797,13.211694136321919
146,TD3,22.68925820358892,7.213134145719905
147,steady-state,30.48241459236289,13.290713670863104
147,TD3,22.87146295937541,7.199742733529882
148,steady-state,30.62061234049255,13.368959489990592
148,TD3,23.128788523041013,7.179132529699001
149,steady-state,30.761561596744613,13.449297589752605
149,TD3,23.370110756249844,7.154322072483685
150,steady-state,30.903496991666074,13.531258722807674
150,TD3,23.574032388052217,7.124935024853209
151,steady-state,31.042692616625608,13.614138009427595
151,TD3,23.808961234621172,7.101549765232852
152,steady-state,31.179762736540248,13.695360701021729
152,TD3,24.034113598425822,7.082426669325992
153,steady-state,31.315513545496557,13.777284143596749
153,TD3,24.33601441081986,7.0897758585658774
154,steady-state,31.45198173959104,13.856509344430714
154,TD3,24.630556254500828,7.150147522075858
155,steady-state,31.587428803472935,13.934201284729053
155,TD3,24.90897832487028,7.149270770363224
156,steady-state,31.72490927550875,14.012896584742723
156,TD3,25.18566355114594,7.141888298654057
157,steady-state,31.85994814486234,14.09290138582078
157,TD3,25.46535801364358,7.162606959240469
158,steady-state,31.99507149328,14.170765324792132
158,TD3,25.746796879708395,7.138752929765648
159,steady-state,32.13094134570232,14.249479156220724
159,TD3,26.040823290667596,7.1260596680471355
160,steady-state,32.26973329330755,14.330630179542531
160,TD3,26.32720280996046,7.136158774486119
161,steady-state,32.40812017460471,14.410031894682941
161,TD3,26.622012234551725,7.163105635050815
162,steady-state,32.54513934733916,14.490256021440398
162,TD3,26.885240188685852,7.148079246574287
163,steady-state,32.68098770547257,14.57209449263884
163,TD3,27.19048385818495,7.131495731301443
164,steady-state,32.81590599751385,14.652312612763364
164,TD3,27.54069851869134,7.1258699604718165
165,steady-state,32.95123558856892,14.734961086211174
165,TD3,27.840936289465617,7.0604326861697295
166,steady-state,33.08527923147889,14.817608558414507
166,TD3,28.146269672298246,7.036714406152363
167,steady-state,33.219162266563416,14.900947913809222
167,TD3,28.410345923555592,7.010277885964138
168,steady-state,33.35396001912854,14.984428270762486
168,TD3,28.69198085593913,6.984266196536313
169,steady-state,33.49041671428422,15.066036426015899
169,TD3,28.927720346468163,6.968716715319993
170,steady-state,33.62755808875709,15.147158385832197
170,TD3,29.181439147088106,6.989621010446874
171,steady-state,33.761006739184104,15.228394573410288
171,TD3,29.45526915759193,6.988923837107906
172,steady-state,33.89408221838032,15.308927857589673
172,TD3,29.76024465429381,6.986581005140081
173,steady-state,34.026900072075755,15.390052477301118
173,TD3,30.03717809076709,7.013274282596587
174,steady-state,34.15953552314005,15.469898893254896
174,TD3,30.30939953868996,7.023031894616871
175,steady-state,34.292502190685106,15.54847854330385
175,TD3,30.60334645249533,7.062742640191417
176,steady-state,34.42360869841477,15.626099968658558
176,TD3,30.8924258425463,7.144416278973248
177,steady-state,34.55427892324863,15.703396381707135
177,TD3,31.195546444729192,7.190289680908867
178,steady-state,34.686235283267614,15.784189488316457
178,TD3,31.436521335621038,7.222349780479413
179,steady-state,34.82207274580374,15.866076059450057
179,TD3,31.706815082306505,7.233921491453757
180,steady-state,34.95724254774451,15.945815432146695
180,TD3,31.920002057965892,7.242920664703021
181,steady-state,35.088471535378076,16.022060512286426
181,TD3,32.165113101297734,7.266432909596747
182,steady-state,35.22005528915984,16.09686005507568
182,TD3,32.477217102810094,7.292115331245869
183,steady-state,35.3515519531278,16.172721779563616
183,TD3,32.80008820515753,7.309219487724843
184,steady-state,35.48324711887697,16.25009369795763
184,TD3,33.09620327755856,7.365018306114124
185,steady-state,35.617193230793674,16.32747887211194
185,TD3,33.41593334559566,7.410570639652751
186,steady-state,35.750239371934335,16.40253719992816
186,TD3,33.69221423757471,7.404989946852004
187,steady-state,35.882679829704884,16.476710587009208
187,TD3,33.971783665186315,7.400902465674309
188,steady-state,36.01571046064463,16.551445018630407
188,TD3,34.254173096700676,7.410996453342746
189,steady-state,36.14937329179841,16.626356756795264
189,TD3,34.574122942977475,7.402145610578673
190,steady-state,36.28059708852423,16.69810339212676
190,TD3,34.86601268245468,7.449085904244351
191,steady-state,36.41090831099117,16.772479256615014
191,TD3,35.13588952019967,7.473603497391606
192,steady-state,36.54000253230457,16.844560833401445
192,TD3,35.371705352549114,7.4525528347194445
193,steady-state,36.671871964242406,16.917859702543826
193,TD3,35.6273648839132,7.503848464705423
194,steady-state,36.80285443522061,16.98825391656214
194,TD3,35.893445211533674,7.555351573738956
195,steady-state,36.93560320976211,17.05577377677499
195,TD3,36.13900700833013,7.645757114471402
196,steady-state,37.069434431411835,17.124388397964353
196,TD3,36.35341015557537,7.6649093140553965
197,steady-state,37.20188916736967,17.192727242765322
197,TD3,36.58334156044545,7.680303811999326
198,steady-state,37.335932118925705,17.259187208967155
198,TD3,36.83389687458291,7.67152720217851
199,steady-state,37.46872616965112,17.322776413847564
199,TD3,37.105357111584986,7.651897024353693
200,steady-state,37.60120561199873,17.387380939202263
200,TD3,37.357970636787194,7.629060390807376
201,steady-state,37.730757267100735,17.453203003300622
201,TD3,37.59038458179088,7.661347853801609
202,steady-state,37.85969857462523,17.51723661201925
202,TD3,37.84670090160806,7.658166235135106
203,steady-state,37.986798888182314,17.57988993778722
203,TD3,38.09721227969506,7.650744076384899
204,steady-state,38.11197440619226,17.64200079918217
204,TD3,38.31652924221413,7.649183132248682
205,steady-state,38.24033412810119,17.703852122986877
205,TD3,38.55141263979408,7.6530921155871
206,steady-state,38.369740372793,17.76547141948759
206,TD3,38.84401140658619,7.668912062803459
207,steady-state,38.49617816611553,17.82709134274337
207,TD3,39.13425765408915,7.657478521542467
208,steady-state,38.62605599119117,17.89127669842572
208,TD3,39.43190157193662,7.672264937657181
209,steady-state,38.75663436925495,17.955938570542546
209,TD3,39.697959406884884,7.717372933469746
210,steady-state,38.88759853936562,18.019500271798712
210,TD3,39.97187518951919,7.730442828559116
211,steady-state,39.019190773343404,18.085817186647773
211,TD3,40.247486589895715,7.717578143275988
212,steady-state,39.15055300801033,18.151782036159652
212,TD3,40.52861765645882,7.7163525024477515
213,steady-state,39.278608144830805,18.21843403630592
213,TD3,40.80598218367089,7.754281004878629
214,steady-state,39.4075843473393,18.284828836338704
214,TD3,41.118338843980155,7.777110509258224
215,steady-state,39.53425552621885,18.349820406578328
215,TD3,41.41454675859861,7.787646116422463
216,steady-state,39.66126717648401,18.415525011811532
216,TD3,41.69947858404725,7.767172182064962
217,steady-state,39.787673237783885,18.47869904089282
217,TD3,41.95713858577394,7.787736033305296
218,steady-state,39.91362378361387,18.543553727880866
218,TD3,42.14011044451529,7.778671111157133
219,steady-state,40.03806685537046,18.608215288821373
219,TD3,42.34704117595072,7.814163172661846
220,steady-state,40.16210546750693,18.67324995394312
220,TD3,42.55121271524906,7.842225367092378
221,steady-state,40.28423293660355,18.735270666078243
221,TD3,42.833569707448056,7.901491350563172
222,steady-state,40.4082050134754,18.796115789768056
222,TD3,43.13986103803041,7.940654941611498
223,steady-state,40.53420524902984,18.8597146680601
223,TD3,43.40912874675564,7.922221217389026
224,steady-state,40.6585883940223,18.923721597193335
224,TD3,43.67422156259957,7.960601236441849
225,steady-state,40.78348282502878,18.986448223571557
225,TD3,43.8933180790253,7.997639415250587
226,steady-state,40.908951475956606,19.05114746952836
226,TD3,44.08122755925492,8.071068648333641
227,steady-state,41.03426651545896,19.113654544797278
227,TD3,44.28559171741543,8.149684311182058
228,steady-state,41.15894899170856,19.17124647138551
228,TD3,44.51020959523455,8.179589026883416
229,steady-state,41.2806550235625,19.230128810578275
229,TD3,44.73989814197712,8.218916354997393
230,steady-state,41.40472426662365,19.28796790026568
230,TD3,44.96611396124387,8.250470081730493
231,steady-state,41.53110021857223,19.345132423642514
231,TD3,45.21045917510707,8.266641450369661
232,steady-state,41.65864166091388,19.404925731910044
232,TD3,45.45472135560029,8.251464841161274
233,steady-state,41.785581219044154,19.464861798732528
233,TD3,45.703850329026444,8.226267327404958
234,steady-state,41.914221533820346,19.52442308729841
234,TD3,45.908520010125635,8.247928103046675
235,steady-state,42.04048471225788,19.58405990971276
235,TD3,46.14870281146657,8.284927909525122
236,steady-state,42.16873243464894,19.640813604696998
236,TD3,46.33563325620773,8.318335712581675
237,steady-state,42.29454141147878,19.699410647750792
237,TD3,46.54885733338042,8.30886513538592
238,steady-state,42.42386254093281,19.75948537032895
238,TD3,46.78847786350445,8.344662898860701
239,steady-state,42.55466711282652,19.8159794433157
239,TD3,47.05193070739808,8.411561559320146
240,steady-state,42.68415305103005,19.874087269753275
240,TD3,47.3123846811296,8.449047333734365
241,steady-state,42.81197128403385,19.931892557184753
241,TD3,47.57585784175529,8.487920198199815
242,steady-state,42.939604564847826,19.99060877200845
242,TD3,47.83410633533678,8.582034261547713
243,steady-state,43.064438449333196,20.04666535274059
243,TD3,48.095686841137116,8.618191093026965
244,steady-state,43.189761681388624,20.102284880965207
244,TD3,48.38255639512548,8.645966307832808
245,steady-state,43.314260295497,20.154819273626604
245,TD3,48.63545808421737,8.63196931466003
246,steady-state,43.437649086903754,20.209761452462796
246,TD3,48.85980371018601,8.612676695676186
247,steady-state,43.56128253727178,20.262174135497002
247,TD3,49.05092527543622,8.59490858793964
248,steady-state,43.68458251647012,20.313605570241574
248,TD3,49.32926193066112,8.645664914728593
249,steady-state,43.80757758426809,20.36569344100023
249,TD3,49.56956235642735,8.69432011992469
250,steady-state,43.931824118340366,20.418785605967706
250,TD3,49.81296430898527,8.781283277602347
251,steady-state,44.05655684133286,20.470723504088028
251,TD3,50.05412876460772,8.826442659407103
252,steady-state,44.18136363399035,20.523566947539322
252,TD3,50.30767465695433,8.82212095660552
253,steady-state,44.30602754867248,20.57390222567713
253,TD3,50.57520091566241,8.851305345924105
254,steady-state,44.4278831553295,20.625088393855794
254,TD3,50.84811623653149,8.923798259565029
255,steady-state,44.55004461103126,20.676988792116223
255,TD3,51.1312829586659,9.002520670969888
256,steady-state,44.67323629966165,20.729972003356163
256,TD3,51.39070283859839,9.08882478955116
257,steady-state,44.795828123757666,20.78390951725258
257,TD3,51.710264202204264,9.126576360265599
258,steady-state,44.91808582708656,20.8392399360861
258,TD3,52.039457197928016,9.152123006976227
259,steady-state,45.04094581280952,20.891129581599735
259,TD3,52.379322871005456,9.140273954809107
260,steady-state,45.1643101768678,20.943837221249648
260,TD3,52.691518383670264,9.166629416388844
261,steady-state,45.28709971545147,20.997614095614267
261,TD3,53.03097322786791,9.19735111183137
262,steady-state,45.41052816830876,21.051227638807507
262,TD3,53.32337387870981,9.232714339093762
263,steady-state,45.53550968879499,21.1055760478968
263,TD3,53.58147308098166,9.275800620702922
264,steady-state,45.65929093710673,21.15895692529068
264,TD3,53.85304406010439,9.303051703733207
265,steady-state,45.78397806780814,21.213642900253785
265,TD3,54.132678205530766,9.333060190473004
266,steady-state,45.90891269749867,21.27031871397215
266,TD3,54.37197439165941,9.368754207531941
267,steady-state,46.03314176481009,21.326428298910425
267,TD3,54.59267707004258,9.382222764133251
268,steady-state,46.157271072292275,21.381687426758635
268,TD3,54.83877873216248,9.384252571093757
269,steady-state,46.28291859384564,21.434625322023695
269,TD3,55.04821225364296,9.374425797011005
270,steady-state,46.409259987034694,21.485144882111396
270,TD3,55.17777388787951,9.367595717894496
271,steady-state,46.53532196705429,21.5399955043464
271,TD3,55.33096523209699,9.390015681116992
272,steady-state,46.661834002072474,21.594945992811304
272,TD3,55.540422469584954,9.374763092589157
273,steady-state,46.78838379870744,21.64969323846415
273,TD3,55.796911587738414,9.39963870111064
274,steady-state,46.911735387996686,21.701047514270037
274,TD3,56.10085198004992,9.410510618660192
275,steady-state,47.03233307335967,21.754910039130927
275,TD3,56.39560879861632,9.444457007532055
276,steady-state,47.15365922211738,21.809549966301674
276,TD3,56.652291989178366,9.44613421011536
277,steady-state,47.275830890468775,21.86322275420463
277,TD3,56.899540778907735,9.461096938374109
278,steady-state,47.397751942128544,21.914830280530015
278,TD3,57.13280937188771,9.493320690330135
279,steady-state,47.51858880527426,21.964519563176353
279,TD3,57.38089951554695,9.514495932703841
280,steady-state,47.64122418824382,22.014922971511893
280,TD3,57.62691962034935,9.51826347720852
281,steady-state,47.7625617728223,22.06345083254198
281,TD3,57.88100762613833,9.538108229459137
282,steady-state,47.88347025589765,22.112236732244757
282,TD3,58.17630358167301,9.590839423814016
283,steady-state,48.00403784996849,22.161198765702032
283,TD3,58.45100498566997,9.663477573048645
284,steady-state,48.12304761232336,22.207873453749603
284,TD3,58.68598498118901,9.724144389220982
285,steady-state,48.24053602600934,22.253321731243194
285,TD3,58.891613788347385,9.77798313311212
286,steady-state,48.35689872723394,22.297679744584393
286,TD3,59.12968339806422,9.856373558262167
287,steady-state,48.47283453187622,22.342586971332587
287,TD3,59.33291242392415,9.927409508454142
288,steady-state,48.58770021592316,22.387752486120398
288,TD3,59.55422053057928,9.966276040125305
289,steady-state,48.70372925031025,22.434099783584777
289,TD3,59.84014621435547,10.025727539174795
290,steady-state,48.82056743274856,22.48054249916248
290,TD3,60.127715646104335,10.076740787188475
291,steady-state,48.93772614367496,22.528469197036664
291,TD3,60.384432460045815,10.123132929477814
292,steady-state,49.052430530880734,22.573606701272833
292,TD3,60.57952671757457,10.165373537596388
293,steady-state,49.17014645974723,22.619182566477726
293,TD3,60.82408747718868,10.199438529317732
294,steady-state,49.28809691263048,22.663107310213338
294,TD3,61.07544894459004,10.22386924942565
295,steady-state,49.40441979320146,22.705800251612587
295,TD3,61.31471849052852,10.23625815329268
296,steady-state,49.520549463176636,22.751023732370886
296,TD3,61.51974917434107,10.275483910982222
297,steady-state,49.63486427046965,22.794717380507745
297,TD3,61.74528468125594,10.281634931812464
298,steady-state,49.746652641237475,22.836897437085454
298,TD3,62.00000957696673,10.315850678439723
299,steady-state,49.857537343120555,22.87878791513442
299,TD3,62.24455006485321,10.320865927709217
300,steady-state,49.9709486555431,22.920017605731914
300,TD3,62.553257854065805,10.354831490334062
301,steady-state,50.08478495463367,22.962499088315038
301,TD3,62.8232930402857,10.376246699733464
302,steady-state,50.201105890224454,23.005100729107056
302,TD3,63.08191596575441,10.379769431081192
303,steady-state,50.318726051001946,23.0469138077473
303,TD3,63.33748061644171,10.37821097499691
304,steady-state,50.43592137034201,23.088626292720495
304,TD3,63.565215346731335,10.418993389211185
305,steady-state,50.55339968675514,23.13113893147912
305,TD3,63.81427406571416,10.456540539755053
306,steady-state,50.669908788529824,23.174292508201795
306,TD3,64.07132800396148,10.48481236719086
307,steady-state,50.784989022932145,23.218029892083358
307,TD3,64.3760611669524,10.518016945828291
